author,comment
bundatie,"Sayang banget aq salah pilih size nya 😭😩 kepake sih tp ngepas amat gt
Kaosnya bahannya ok adem n ga tipis"
adin2904,"Paket udh sampe, maaf min ga ada vidio nya abg saya usil paket ku langsung di buka nya maaf min 😅🤣 bahan baju bagus kok dapat stiker nya juga jadi stiker nya dikasih ke abg🤣"
e*****s,Gak akan nyesel sablon sm bahan nya bagus bgt mkny beli selalu lbh dr 4 krn sebagus itu asli gak malu”n bt kado suami pacar atw sodara jg 🥰
adamaditiaaa,"Barang mendarat dengan aman, pengirimannya cepet bngt, bahan nya adem aslii, thanks seller & erigo ✨"
fadllptran,"Dari bungkusnya aja dah premium bgttt njrrr....
KERENNN POLLL
Pengiriman juga cepettt, mantappp
どうもありがとうございます"
w*****y,"Cepet bgt sampe nya dong😭🥰 real pict, bagus bgt tolong 😭🥰🥰🥰🥰🥰🥰"
suyanti1206,"Produk sudah ditrima 
Bagus bajunya 
Bahan nya bagus 
Nyaman dipakai 
Yg terpenting ukuran sesuai
Thanks 🙏🙏"
e*****3,"Suka banget kualitas produk bagus bahan tebal adem combed 24s, pengemasan dan pengiriman cepat. Terimakasih🙏"
mawar_baene1234,"Tq shopee pesanan sy sdh sampai, makasih seller, kurir makasih sukses buat toko.bajunya bajunya bagus tq🙏🙏"
choppku,BAGUSSSSS BAGUSSSSSSSSSSSSSSSSSSSSSSSS 很好看❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ kemasan rapiiiii
ochaonly,"Sukses truuusss erigo sukak banget sm bahannya sesuai pic, slalu dukung erigo produk lokal yang menduniaaaaaaa"
d*****4,"baguss bgttt bahannya, cuttingannya baguss jugaa, cocok buat dipake kemana aja"
t*****n,Bajunyaa sudah sampai . Bahan nya baguss .. Dapet harga flashsale jugaa .. Aaa terngkiyuu ..
kania_rismayanti1997,produk sesuai variasi sama ukuran nya benar .. pengemasan sama pengiriman lumayan cepat.. pesan tgl 17 .. tgl 20 udah nyampe .. terimakasih .. ....
m*****m,"Beli pas 10.10 jadi dapet diskonan plus gratong , pengiriman juga cepet banget mantaps lah pokok nya
Mkaasih Erigo Shopee dan abang kurir 👍😁"
ara17899,"Alhamdulillah barang sudah sampai ke rumah, dan kualitas barang juga bagus sesuai dengan yang di pesan, pengiriman barang nya pun cepat baru kemarin pesan dan tadi siang barang sudah sampai ke rumah... Terima kasih banget buat toko online nya dan terima kasih juga buat jasa pengiriman nya... 🤗"
sitimariyam872,Bagus murah muarah bajunya srmemoga suami8uasukakeabb aybbkzinm
hauranaranis,"Terbaaaiiikk 
Selalu langganan , karna memang sebagus itu🤩🤩
Terimakasiihhh"
triwulandari009,Barang bagus sesuai dengan pesanan tapi saya pengiriman nya agak lama tapi gpp lah😄👍
nandri1026,"Mantul guys.semoga jaket yg akan datang bahannya juga baguss
Thank you seller"
mamehawai,"Mantap kaos nya, halus, sablon nya bagus banget, buat yg lain jangan ragu,erigo joss"
bc1d35onk9,"Pengiriman cepat,kualitasnya bagus harga murah ,respon penjual cepat👍👍👍"
ontensif09,"Barang mantep bahan alus terjamin bagus bngt bagus banget bangus banget, mantul lah pokoknya"
l*****n,"Bagus , sampainya juga cepet semoga adek saya suka"
irfansky01,"Alhamdulilah sesuai dengan harapan, bagus bgt suka, nnti order lg, pengiriman cepan riselernya ramah, dan kurirnya pun ramah trimakasih shopee yuk guys jangan ragu bakalan jd langganan nih tokonya amanah🙏🏻🙏🏻"
oktavianadeaa,Sesuai sama orderannya dan pengirimannya cepet bangett.
sadewa.____,"Alhamdulillah barang sudah sampai
BAHANNYA adem banget
sablonannya bagus
harga juga terjangkau

pokoknya ERIGO mantap👍👍👍👍👍"
putrivera13,"Bahan bagus, packing nya aman bgt, pengiriman cepat bgt🤍🤍🤍"
n*****t,Sudah bbrp kali nyoba ini hasilnya bagussssssa bangetttt
r*****i,"baguss bangettt, bahannya jugak nyerap keringat. mantap👍🏻"
a*****_,Mantap selalu puas belanja dierigo 😍🥰 sukses selalu erigooo♥️♥️♥️
andriedy03,"Unit sudah saya terima,unit sangat bagus,terima kasih"
f*****1,Sukaa bahannya adem baguss banget pastinya nyaman dipakee emang ga kaleng2 dehhh <3
m*****_,"Kualitas produk Baikk, pengiriman sangat cepat, packing rapi."
s*****6,"Barang nya da sampai cepat sekali pengirimannya 
.bahannya Adem,lembut, ngk panas
Erigo memang bagus 👍👍👍"
okkysyahputra_87,"Untuk kesekian kalinya beli nggak mengecewakan, bahannya bagus, adem, harga terjangkau.
Thanks Erigo."
faishalrifqi,"Packing rapih , pengiriman lumayan cepat , penjual ramah , bahan kaos nya adem bagus nyaman di pake , sablon nya juga bagus , mantep lah erigo"
sridianasaragih,"Seperti biasaa kain nyaa baguss , pokoknya Erigo is the best laa , uda langganan jugaaa . Thankyou seller"
fihalthabriiz,"Bagus suka sama bajunya, bahan nya adem. Terus melar jg di pake nya"
nep1opy0hu,Produk sudah di terima saya sangat puas dengan produk tersebut
adindanuramelia,Mantapuuu dhiwa pesen hari ini langsung diproses duhhh cakeup juga bajunya 🔥
agus_lass,Alhmdulilah dah nympe bhan nya lumayan lah lembut mudah mudahan awettt
livianurrizkia,"aaaa sukaaa bangett,awal nya aku kira bakal lama dateng nya,soalnya kn beli pas 11.11 biasanya tuh suka lama gitu, eh ternyata ngga doang🤣💗💘💘"
b*****i,Produknya mantap dan bagus sesuai deskripsi. Pengiriman cepat sampai dan packingnya rapi sehingga pesanan sampai dengan aman. Semoga kaosnya awet.
b*****o,Terima kasih banyak yaa kak sesuai dengan pesanan dan cepat sampai tujuan tapi kekecilan ukurannya tidak sesuai deskripsi kalau di ukur
ayuguntur99,"Bajunya bagus bangeeet, Real pict, Ukurannya pas, next order lagi ini sih. Terima kasih ka . Pas lagi dapet CB lumayaaan"
ayumaharanichoirunnisa,"Produk sesuai pesanan, packing aman meskipun tanpa kerdus & bubblewrap, pengiriman cepat, terima kasih 👍"
ardy3009,"Barang sudah diterima dengan baik dan kondisi bagus banget,,pengiriman pun cepat.
Terima kasih yaa."
akhiruddin_18,Alhamdulillah paket sdh sampai dgn baik sesuai pesanan bagus kecepatan pengiriman sangat baik tksh
m*****0,Bahan nya adem dan baju nya juga bagus. Next time beli lagi. Semoga ada model terbaru 🥰😍😘
li2k5uw4rn1,"Kualitas produk baik,harga sangat baik karena flash sale,pengemasan cepat,produk original"
ikabarlisy03,"Banyak yang sama kaos nya, mungkin karena promo flash sale. Tapi gak p2. Buat gunta ganti"
r*****n,"sy beliin buat adek sy di kampung jd langsung dikirim kesana, harganya ok kualitas bagus, buat remaja tanggung uk s pas bgt, sukses terus erigo"
sucii.wulandarii2016,Alhamdulillah barang sudah sampai dengan selamat tidak ada yang rusak atau kurang
meisari94,Bagus realpict. Sesuai pesanan. Terimakasih banyak semoga langganan lagi disini..
sariitomyypramana,"Jangan diragukan lagi belanja disini
Baju nya bagusss bangettt
Uda pernah beli pakai akun satu lagii
Baju realpict recommended
Mantuulll"
d*****5,Barangsiapa berpuasa di bulan Ramadan kemudian diikuti dengan puasa enam hari di bulan Syawal maka seolah-olah dia berpuasa selamanya.
messysasmita10,"Barang sdh sampai, pengiriman sangat cepat, harga murah, bahan bajunya bagus tebal tapi ukuran bajunya pas sangat bagus terimakasih"
m*****2,"Thank kak pesanan diterima dengan baik,packing rapih dan aman,suka"
n*****u,"Terima kasih paketnya sudah sampai dgn baik dan cepat...., bagus yaaa erigo...😊😊"
atikah77haris,"Paketan sdh sampai...kualitas produk bagus dan ori, bahan adem dan ukurannya jg pas banget...seneng deh beli disini🙏"
iem_mabruroh,Paking rapi trus bahann oke pengiriman cepat mantap bangett suka sekalo beli produk erigo pokoknya sukses terus
a*****e,"Pertamakali beli erigo untuk kado tmn
Terima kasih erigo, suka aku tuh
Nnti beli lagi dah
Makasih seller"
desywulandarisinong,"bajunya bagus..oke..baik..pengiriman aga lama
.bahan halus lembut murah.siip...makasih
next order lgi"
n*****0,"baguss, sorry gapoto produknya. Tapi ngerasa mahal soalnya biasanya aku dapet harga promo hahahhaa"
anazttarasta,mantap😍😍😍😍
hanaazizah00,"Mudah²an suami aku suka sama barangnya
Pengiriman oke, dpt cashback lumayan 
Sukses terus"
qilla01,Brg sdh diterima namun bahannya kok sedikit tipis ya. Tp adem bahanya. Mantul sukses trs lah buat adminnya
o*****y,"Sering sering promo ya erigo, biar suamik aku bajunya bisa ganti ganti hehe thx u"
alijoy1,"Pesanan mendarat dengan selamat,..
Paking aman n lengkap,udah langganan dsini..
Mkasih bosku..."
a*****0,Good banget dahlah erigo mah sering2 ya diskon nya hihi nanti pas mau lebaran
niah1980,Paketnya sudah sampai dengan aman barang sesuai pesanan bahan bagus lembut terimakasih
alythadinata,MAntep dapet harga promo plus cashback sering” ya erigo biar berkah aamiin
metaasheeqayumna,"Baju bagus bahan nya juga tebal ,pas banget sama badan suami saya"
fransisca_octavia,"Packing aman, pesanan sesuai varian. Dapet potongan harga. Sering2 ya"
z*****_,"kualitas produk baik, harga terjangkau,maaf tidak ada fotonya terima kasih🦋👍"
ekatrry2356,"Barang sudah sampai dengan aman, kualitas bagus sesuai pesanan, thx"
j*****i,Barang sudah sama adikuu pengiriman lumayan cepat respon nya juga baik
l*****7,Ukuran pas murah pengiriman cepet banget jg bisa cod.. erigo 💜
titizary,Alhamdulillah sudah mendarat dengan selamat dan diterima dengan baik
lonikaal,"Kaosnya udah sampaii, pengirimannya cepat pulaaa
Thxyouu seller....."
caseee.it,Untuk kado papa mertua. Kece bgt bajunyaa. Makasih yaaa. ❤️❤️❤️
3*****6,Sangat bagus anak saya sangat suka nggak rugi belanja di sini. Makasih ya kaka.
ardidimah10,Pengiriman cepat barang sesuai dengan yang di pesan terpercaya mantap
nurul_alkaiyna,"bahan nya bagus.. saya sudah 3x beli di toko ini.. 
kualitas produk baik.. produk ori... harga produk lumayan baik terjangkau.. kecepatan pengiriman baik.. respon penjual baik.. Terima kasih seller.."
revanabai,"Produk sesuai pesanan, kualitas barang bagus, kecepatan pengiriman sangat baik, harga sesuai dengan produk"
msgloworiginal_echa,"Pesanan lengkap dan sesuai.. pengiriman cpt bgt.. ga tau dh udh yg kbrpkalinya borong erigo, tq tq.. tq"
nindahyuliastuti,"Suka sama erigo , tiap bulan beli hahaha 
dapet harga flashsale mayan banget .
Thankyou erigo 🥰😍🤩😘😘"
s*****_,BAGUSSS BANGETTT RESPONS PENJUSL JUGA BAIK BGTT PENGIRIMANNYA JUGA CEPET😭👍
r*****l,"Harga okee
Pengiriman agak lama karena pas 3.3, but no problem
Terimakasih seller"
m*****6,"Bagus banget, bahannya adem, respon penjual sangat baik. Terimakasih"
rennyargo,"Bagus bgt, hrga juga lumayan terkangkau.... Cmn pengemasan nua agak lama sih, mgkn krna lagi overload, heheh
Makasih admin"
ervina14juni88,"Size L nya sama dgn M, jd paksu gk kebagian deh smua di ambil anak😅 tp suka banget bahan adem.❤️👏"
ti.re,"Cepat sampai, admin sangat ramah, semuanya bagus dan cakep"
feranainggolan,T shirtnya sudah sampai dan lengkap. Cepat banget sampainya. Gak pernah kecewa sama Erigo. Terimakasih Erigo😍😍🥰🥰👍👍❤❤
iputriii15,Bajunya bagus adem lembut ukurannya pas pengiriman juga cepet
widiartagen,"Paket sudah datang,sesuai dengan diskripsi, bahan nya nyaman di pakai dan ukuran nya pas xxl trimakasij"
afathhasibuan,"Size xl nya agak kekecilan,
Beda model baju beda sizenya,
Padahal sma2 2Xl"
r*****y,"Rekomendasii sii beli disini, karena kualitas produk sangat baik dan pengemasan cepat"
a*****a,"Kualitas produk baik, produk original, respon penjual baik, pengemasan dan pengiriman cepat. Thx"
d*****8,Oke banget recommended bangett murah meriahh kain adem warna oke sesuai expect deh pokoknya oke bangettt
s*****2,"Produk real pict kok, bahan bagus, pengiriman cpt, worth to buy lah!"
a*****3,"Mantap dah Erigo, bahan kaos nya selalu perfect, lembut dan adem dipakai. Best lah 👍"
deviantyoktavia,"Nyampe juga kak paketnya. .
Terima kasih kak. .
Cepet juga. ."
n*****2,Langsung dipake bahannya bagus bgt realpict sesuai bgt deh
d*****i,Bahanya bagus banget pas bgt murcee lg ada diskon ..alhamdulillah semoga berkahh..seller n shopee serta kurir
d*****8,Ga pernah dibuat kecewa emang sama erigo store mantullll😍🥰
e*****4,Baju nya pas bagus hanya kain nya saja tipis harga sgtu kurang Tebet dikit
wahyukustini,Bagus bgt bahanny ademm g panas... Worth to buy pokoknya...
s*****1,"pengiriman cepat, packing rapi dan aman. kualitas ok seperti biasanya"
julyana3708,Erigo.keren.terima kasih.next order lagi.sukses terus.
elsa2598,barang bagus dan untuk kualitas sudah tidak usah diragukan lagi deh. Untuk pengemasan aja yang agak lama tapi barangnya sih bagus suka banget
agnia_galery2112,"Mantaaapappppppppp bangetttttt , kecehhhhh sumpahhhh"
kikikukaja,Bahan adem gak usah diragukan.. Ukuran pas di Badan anakku
a*****8,"Anak ku senang dengan baju nya. Bahan tebal, jahitan rapi, sablon halus. Dapat harga flash sale jadi lumayan murah. seller fast respon & kurir ramah. Thx shopee untuk koin nya. Mantap."
nopek18,"Produk ori bahan ,  bagus , harga lumayan terjangkau ,pengiriman cepat"
s*****3,Bagus suka banget cocok bahan ori bajunya adem celananya nyaman dipakai
daliyah_martiana22,"Bagus suka pake banget pengirimannya cepet,pengemasannya juga rapih. Rekomen banget pokonya beli di sini😍"
fitrohasrianah11,Udah beberapa x beli d sini👍👍👍👍semoga bisa langganan min👍👍👍👍👍
yayuyulianti123,Selalu bagus deh kalo erigo gapernah gagal produk nya mantap
fitriepriilyaa,"Okelah pokoknya, udah sering langganan sama erigo. Suami sukak soalnya kain nya gak gampang apek walau keringatan."
sitohanglidya,"Suka aja pakai t-shirt erigo atau Hoodie nya, kebetulan lagi ngak bisa ke outlet jadi beli online aja"
irfanferdian,"Alhamdulillah paket udah sampe,,udah kedua kalinya beli produk dari erigo g pernah mengecewakan produknya ORI,,bagus banget makasih seller"
d*****k,Produk yang berkualitas sukaa 🥰🥰🥰. Terima kasih sellerr
i*****1,Terimakasih shopee barang bagus pengiriman barang oke kurir ramah 👍
inzhant16,Pengemasan cepat sampai dg cepat. Barang tdk ada cacat sesuai pesanan. 👍🏼👍🏼👍🏼
iyosrositasita,Barang nya udah nympe sesuai bahan nya juga bagus adem bngt.   Next order lagi
susarniyati,Bahannya adem...pengiriman cpt...tks seller shopee n kurir
t*****o,"Barang sudah sampai dengan aman, barang sesuai pesanan dan juga cepat pengiriman serta proses nya, terimakasih semuanya."
hasna_nurfaidah,Selalu bagus baju nya🤩lagi diskon lup lup Pokoknya 32.000 awwww
n*****e,Terbaik.. barang bagus.. pengiriman cepat.. thx u seller 😀
s*****d,"produk tiba sangat cepat, dengan kondisi yang sangat baik
Ukuran XL lebih ke panjang,bukan lebar, menurut saya"
renisetiawati199,Mantap sekali pengiriman nya juga lumayan cepet🧡
b*****0,
hetitiara,Pengiriman cepat terimakasih banyak semoga berlangganan di sin wei
asgafchan,"Alhamdulillah barang sudah sampai,pengirimannya sangat cepat...barabng bukan kaleng kaleng sangat worth it"
afifatulzulfa09,"Bagus banget kak kaosnya 
Sebelumnya minta maaf ga sesuai gambar sama videonya ya
Tapi bagus banget"
r*****1,"Sukaaaa, bajunya bagus . Pas dan cocok sm suami . Bahannya adem . Thankyouu erigo gapernah mengecewakan"
k*****y,Bagus akhirnya dapet harga 48k cakep bgt. Suami suka apalagi pengiriman super cepet
ayuanggis92,"barang dtg sesuai pesanan..pengemasan cpt...packing aman n rapi...
udh langganan d sni...bahannya mantul pokok..."
e*****8,"Bagus bahanya adem banget suka, beli pas lagi diskon jadi ya tambah seneng wkwk."
s*****4,Baju nya bagus seperti biasa harga juga oke ya bagus lah intnyaa
yurika005,Alhamdulillah barangnya udh sampe bahannya bagus lembut dan jahitannya rapi terima kasih seller🥰 🥰
fatikasariwinda,"Sesuai pesanan dateng dengan aman, bahan kaosnya adem sablonnya bagus"
6*****2,"Mantap laa pokoknya barangnya sesuai seperti baju kaos pada umumnya, joss marr ko josss"
r*****4,"bahannya adem, kualitas bagus, tebel, harga murah pengiriman cepat the best 👌"
dheasafitri2002,Terimakasih yaa kakak pesanan saya sampai dengan baik dan bagus bahannya dan semoga nyaman di pakai terimakasih sekali lagi🙏😊
d*****a,"Pengiriman produk cepat
Pengemasan produk baik rapi
Kwalitas produk okeh"
i*****g,"Alhamdulillah udah sampe , bahan adem. Size sesuai pesanan thank you seller."
florentina_yuni,"Sesuai pesanan, pengiriman oke, kualitas ngga perlu diragukan, thankyou ERIGO makin suksess yakk"
ahmadfalahmuttaqin,"suka banget, soal kualitas mah gaperlu diraguin lah yaaaa. nice lahhhh pokoknyaaaaa"
e*****e,Pengiriman cepat dan sesuai dengan yg dipesan kualitasnya jg bagus
ikanurcahyantiii,Kaossnyaa juga bagus kalo buat kaosnya kayaknya pas di diaa sesuai dg ukuran yg dia bilang yaitu L semoga dia sukaa sama kadonyaaa
k*****4,baik penguriman cepat terimakasih ya okeoke hehehe .. maaf foto ga sesuai 😄😄😄
r*****1,Paketan mendaraatt.. packing rapi pengiriman cepatt🔥🔥🔥
d*****i,"Packingan nya rapi ,,,, pengiriman nya cepat ,, thanks ya"
d*****2,"pengiriman slalu cepat yuhuyyyy, slalu suka sm kaos nyaa😎😎"
amelia.2702,"Terimakasih barangnya sudah sampai bagus banget, packingnya aman dan pengirimannya cepat."
i*****m,Alhamdulillah barang sampai dengan aman dan bahannya adem. Sukak. Terimakasih seller
erizkafmatondang,Pengiriman cepat. Packing rapi. Barang sesuai pesanan. Terima kasih seller.
ridwanrepair,"Bajunya pas dipake,harga dpt promo,bahan nya oke,dapet cb pula,mksh."
darieljuliano,"Bagus untuk harga segitu, packing rapih, pengiriman juga cepet banget."
m*****0,"Bags dan mantap adek saya suka dengan baju nya,engga nyesell pokoknya"
asyura_dwi,"Alhamdulillah sudah mendarat dg selamat. 
Erigo tdk prlu d ragukan lagi."
nias_jusnias,"Pengiriman cepat, barang sesuai, ukuran sesuai dan sangat bagus"
a*****1,barang bagus original bonus stiker harigato erigo👍👍
linamanda90,Kualitas Bahan Adem Ok Punya Tapi sayang Warna tulisannya Pucat saya Fikir Putih tulisan Warnanya  Pdhal Udh Suka Dgn Produk ini karena selalu sesuai Tapi Masih Ok Juga... Semoga Tetap Amanah Usahanya Txs Seller Txs Shopee
apaansiii_,"bahannya bagus adem, nyaman di pakai, dapet gift stiker juga🥰 dateng nya cepet bangett ga nyangka. murah dan emangg rekomend yaa🖤🖤 first time order erigo dan next bakal order lagi😍❤️"
b*****h,"Bagus , bahan halus, adem. Pengiriman cepat.  Erigo best best best 👍"
anton155vva,"Barangnya baguss bahannya bagus dan pengiriman juga super cepat , puas belanja distore erigo gak ada kecewa sama sekali mantap bangettt good seller thankyouuu🙏🙏🙏😊😊😊"
